N_t,avg_effectiveness,avg_clean_acc,avg_acc_loss
3,0.4117647058823529,0.9333333333333333,0.0
4,0.23529411764705882,0.9222222222222223,0.011111111111111127
5,0.29411764705882354,0.9333333333333333,0.0
