N_t,avg_effectiveness,avg_clean_acc,avg_acc_loss
3,0.898876404494382,0.5762331838565022,0.10538116591928248
4,0.8651685393258427,0.5829596412556053,0.09865470852017938
5,0.9213483146067416,0.5493273542600897,0.132286995515695
