N_t,avg_effectiveness,avg_clean_acc,avg_acc_loss
3,0.8977272727272727,0.6569506726457399,0.02466367713004486
4,0.7045454545454546,0.6704035874439462,0.011210762331838542
5,0.8863636363636364,0.6547085201793722,0.026905829596412523
